id;nome;secao;preco;preco_de;disponivel;descricao;foto;link;marca;material
auto-brinco-dourado-quadrado-vazado;Brinco Dourado Quadrado Vazado;Brincos;100,90;125,90;sim;Brinco Dourado Quadrado Vazado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20dourado%20quadrado%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-dourado-quadrado-vazado;JS Joias Delicadas;Ouro 18k
auto-brinco-prata-argola-coracao-vazado;Brinco Prata Argola Coração Vazado;Brincos;95,90;118,90;sim;Brinco Prata Argola Coração Vazado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argola%20cora%C3%A7%C3%A3o%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argola-coracao-vazado;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-argola-de-fios;Brinco Prata Argola de Fios;Brincos;83,90;104,90;sim;Brinco Prata Argola de Fios com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argola%20de%20fios.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argola-de-fios;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-argolinha-com-ponto-de-luz;Brinco Prata Argolinha com Ponto de Luz;Brincos;85,90;106,90;sim;Brinco Prata Argolinha com Ponto de Luz com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argolinha%20com%20ponto%20de%20luz.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argolinha-com-ponto-de-luz;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-argolinha-coracao;Brinco Prata Argolinha Coração;Brincos;100,90;125,90;sim;Brinco Prata Argolinha Coração com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argolinha%20cora%C3%A7%C3%A3o.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argolinha-coracao;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-argolinha-facetada;Brinco Prata Argolinha Facetada;Brincos;105,90;131,90;sim;Brinco Prata Argolinha Facetada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argolinha%20facetada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argolinha-facetada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-argolinha-v-cravejada;Brinco Prata Argolinha V Cravejada;Brincos;111,90;138,90;sim;Brinco Prata Argolinha V Cravejada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20argolinha%20V%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-argolinha-v-cravejada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-barra-torcida;Brinco Prata Barra Torcida;Brincos;79,90;99,90;sim;Brinco Prata Barra Torcida com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20barra%20torcida.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-barra-torcida;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-bolinha;Brinco Prata Bolinha;Brincos;74,90;92,90;sim;Brinco Prata Bolinha com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20bolinha.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-bolinha;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-circulo-de-perolas;Brinco Prata Círculo de Pérolas;Brincos;104,90;130,90;sim;Brinco Prata Círculo de Pérolas com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20c%C3%ADrculo%20de%20p%C3%A9rolas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-circulo-de-perolas;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-coracao-com-perola;Brinco Prata Coração com Pérola;Brincos;103,90;128,90;sim;Brinco Prata Coração com Pérola com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20cora%C3%A7%C3%A3o%20com%20p%C3%A9rola.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-coracao-com-perola;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-coracao-vazado;Brinco Prata Coração Vazado;Brincos;94,90;117,90;sim;Brinco Prata Coração Vazado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20cora%C3%A7%C3%A3o%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-coracao-vazado;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-cristais-baguete;Brinco Prata Cristais Baguete;Brincos;110,90;137,90;sim;Brinco Prata Cristais Baguete com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20cristais%20baguete.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-cristais-baguete;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-cruz-cravejada;Brinco Prata Cruz Cravejada;Brincos;124,90;154,90;sim;Brinco Prata Cruz Cravejada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20cruz%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-cruz-cravejada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-espiral-cravejada;Brinco Prata Espiral Cravejada;Brincos;123,90;153,90;sim;Brinco Prata Espiral Cravejada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20espiral%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-espiral-cravejada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-gota-azul;Brinco Prata Gota Azul;Brincos;108,90;135,90;sim;Brinco Prata Gota Azul com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20gota%20azul.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-gota-azul;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-gota-de-cristal;Brinco Prata Gota de Cristal;Brincos;102,90;127,90;sim;Brinco Prata Gota de Cristal com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20gota%20de%20cristal.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-gota-de-cristal;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-gota-rosa;Brinco Prata Gota Rosa;Brincos;109,90;136,90;sim;Brinco Prata Gota Rosa com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20gota%20rosa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-gota-rosa;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-kit-argolinhas-abauladas;Brinco Prata Kit Argolinhas Abauladas;Brincos;102,90;127,90;sim;Brinco Prata Kit Argolinhas Abauladas com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20kit%20argolinhas%20abauladas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-kit-argolinhas-abauladas;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-lua-martelada;Brinco Prata Lua Martelada;Brincos;108,90;135,90;sim;Brinco Prata Lua Martelada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20lua%20martelada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-lua-martelada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-navete-com-pedra-rosa;Brinco Prata Navete com Pedra Rosa;Brincos;104,90;130,90;sim;Brinco Prata Navete com Pedra Rosa com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20navete%20com%20pedra%20rosa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-navete-com-pedra-rosa;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ovais-escovados;Brinco Prata Ovais Escovados;Brincos;98,90;122,90;sim;Brinco Prata Ovais Escovados com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ovais%20escovados.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ovais-escovados;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-patinha;Brinco Prata Patinha;Brincos;91,90;113,90;sim;Brinco Prata Patinha com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20patinha.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-patinha;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-perola-botao;Brinco Prata Pérola Botão;Brincos;91,90;113,90;sim;Brinco Prata Pérola Botão com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20p%C3%A9rola%20bot%C3%A3o.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-perola-botao;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-perola-cravejada;Brinco Prata Pérola Cravejada;Brincos;122,90;152,90;sim;Brinco Prata Pérola Cravejada com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20p%C3%A9rola%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-perola-cravejada;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-perola-pendente;Brinco Prata Pérola Pendente;Brincos;103,90;128,90;sim;Brinco Prata Pérola Pendente com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20p%C3%A9rola%20pendente.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-perola-pendente;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-pomba;Brinco Prata Pomba;Brincos;99,90;123,90;sim;Brinco Prata Pomba com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20pomba.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-pomba;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ponto-de-luz-champanhe;Brinco Prata Ponto de Luz Champanhe;Brincos;85,90;106,90;sim;Brinco Prata Ponto de Luz Champanhe com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ponto%20de%20luz%20champanhe.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ponto-de-luz-champanhe;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ponto-de-luz-coroa;Brinco Prata Ponto de Luz Coroa;Brincos;89,90;111,90;sim;Brinco Prata Ponto de Luz Coroa com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ponto%20de%20luz%20coroa.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ponto-de-luz-coroa;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ponto-de-luz-preto;Brinco Prata Ponto de Luz Preto;Brincos;80,90;100,90;sim;Brinco Prata Ponto de Luz Preto com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ponto%20de%20luz%20preto.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ponto-de-luz-preto;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ponto-de-luz-vermelho;Brinco Prata Ponto de Luz Vermelho;Brincos;78,90;97,90;sim;Brinco Prata Ponto de Luz Vermelho com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ponto%20de%20luz%20vermelho.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ponto-de-luz-vermelho;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-ponto-de-luz;Brinco Prata Ponto de Luz;Brincos;71,90;89,90;sim;Brinco Prata Ponto de Luz com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20ponto%20de%20luz.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-ponto-de-luz;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-quadrado-vazado;Brinco Prata Quadrado Vazado;Brincos;91,90;113,90;sim;Brinco Prata Quadrado Vazado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20quadrado%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-quadrado-vazado;JS Joias Delicadas;Ródio Branco
auto-brinco-prata-trevo-preto;Brinco Prata Trevo Preto;Brincos;101,90;126,90;sim;Brinco Prata Trevo Preto com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/brinco%20prata%20trevo%20preto.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-brinco-prata-trevo-preto;JS Joias Delicadas;Ródio Branco
auto-colar-dourado-bolinhas-marteladas;Colar Dourado Bolinhas Marteladas;Colares;141,90;175,90;sim;Colar Dourado Bolinhas Marteladas com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20bolinhas%20marteladas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-bolinhas-marteladas;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-coracao-vazado;Colar Dourado Coração Vazado;Colares;151,90;188,90;sim;Colar Dourado Coração Vazado com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20cora%C3%A7%C3%A3o%20vazado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-coracao-vazado;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-flor-de-cristais-baguete;Colar Dourado Flor de Cristais Baguete;Colares;157,90;195,90;sim;Colar Dourado Flor de Cristais Baguete com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20flor%20de%20cristais%20baguete.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-flor-de-cristais-baguete;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-laco-de-cristais;Colar Dourado Laço de Cristais;Colares;165,90;205,90;sim;Colar Dourado Laço de Cristais com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20la%C3%A7o%20de%20cristais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-laco-de-cristais;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-libelula;Colar Dourado Libélula;Colares;155,90;193,90;sim;Colar Dourado Libélula com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20lib%C3%A9lula.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-libelula;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-lua-cravejada;Colar Dourado Lua Cravejada;Colares;168,90;209,90;sim;Colar Dourado Lua Cravejada com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20lua%20cravejada.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-lua-cravejada;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-nossa-senhora-aparecida;Colar Dourado Nossa Senhora Aparecida;Colares;149,90;185,90;sim;Colar Dourado Nossa Senhora Aparecida com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20nossa%20senhora%20aparecida.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-nossa-senhora-aparecida;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-pingente-olho-grego;Colar Dourado Pingente Olho Grego;Colares;151,90;188,90;sim;Colar Dourado Pingente Olho Grego com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20pingente%20olho%20grego.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-pingente-olho-grego;JS Joias Delicadas;Ouro 18k
auto-colar-dourado-trevo-verde;Colar Dourado Trevo Verde;Colares;154,90;192,90;sim;Colar Dourado Trevo Verde com acabamento em ouro 18k. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20dourado%20trevo%20verde.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-dourado-trevo-verde;JS Joias Delicadas;Ouro 18k
auto-colar-prata-arvore-da-vida;Colar Prata Árvore da Vida;Colares;141,90;175,90;sim;Colar Prata Árvore da Vida com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20%C3%A1rvore%20da%20vida.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-arvore-da-vida;JS Joias Delicadas;Ródio Branco
auto-colar-prata-borboletas-e-flores;Colar Prata Borboletas e Flores;Colares;142,90;177,90;sim;Colar Prata Borboletas e Flores com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20borboletas%20e%20flores.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-borboletas-e-flores;JS Joias Delicadas;Ródio Branco
auto-colar-prata-chuveiro-de-perolas;Colar Prata Chuveiro de Pérolas;Colares;162,90;201,90;sim;Colar Prata Chuveiro de Pérolas com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20chuveiro%20de%20p%C3%A9rolas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-chuveiro-de-perolas;JS Joias Delicadas;Ródio Branco
auto-colar-prata-chuveiro-verde;Colar Prata Chuveiro Verde;Colares;162,90;201,90;sim;Colar Prata Chuveiro Verde com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20chuveiro%20verde.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-chuveiro-verde;JS Joias Delicadas;Ródio Branco
auto-colar-prata-coracao-cravejado;Colar Prata Coração Cravejado;Colares;155,90;193,90;sim;Colar Prata Coração Cravejado com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20cora%C3%A7%C3%A3o%20cravejado.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-coracao-cravejado;JS Joias Delicadas;Ródio Branco
auto-colar-prata-coracao-de-filigrana;Colar Prata Coração de Filigrana;Colares;161,90;200,90;sim;Colar Prata Coração de Filigrana com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20cora%C3%A7%C3%A3o%20de%20filigrana.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-coracao-de-filigrana;JS Joias Delicadas;Ródio Branco
auto-colar-prata-coracao-liso;Colar Prata Coração Liso;Colares;131,90;163,90;sim;Colar Prata Coração Liso com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20cora%C3%A7%C3%A3o%20liso.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-coracao-liso;JS Joias Delicadas;Ródio Branco
auto-colar-prata-cordao-baiano;Colar Prata Cordão Baiano;Colares;153,90;190,90;sim;Colar Prata Cordão Baiano com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20cord%C3%A3o%20baiano.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-cordao-baiano;JS Joias Delicadas;Ródio Branco
auto-colar-prata-medalhas-e-cristais;Colar Prata Medalhas e Cristais;Colares;150,90;187,90;sim;Colar Prata Medalhas e Cristais com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20medalhas%20e%20cristais.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-medalhas-e-cristais;JS Joias Delicadas;Ródio Branco
auto-colar-prata-medalhas-estrela;Colar Prata Medalhas Estrela;Colares;156,90;194,90;sim;Colar Prata Medalhas Estrela com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20medalhas%20estrela.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-medalhas-estrela;JS Joias Delicadas;Ródio Branco
auto-colar-prata-pedras-coloridas;Colar Prata Pedras Coloridas;Colares;151,90;188,90;sim;Colar Prata Pedras Coloridas com acabamento em ródio branco. Peça selecionada à mão pela JS Joias Delicadas: antialérgica, resistente ao dia a dia e pronta para virar sua favorita.;https://jubssaez-art.github.io/js-joias-delicadas/imagens/colar%20prata%20pedras%20coloridas.png;https://jubssaez-art.github.io/js-joias-delicadas/produto.html?id=auto-colar-prata-pedras-coloridas;JS Joias Delicadas;Ródio Branco
